CUST_NUM,CUST_STAT,CUST_BAL,INV_NO,INV_AMT,CRID,SSN,phone,Email
CUST88119,ACTIVE,163762,INV695257,1005.95,BWSVRTAX,959-78-5208,9516877203,plh9hh38@gmail.com
CUST72176,SUSPENDED,467678,INV449727,1389.81,Z06AS9FK,873-96-4059,7940747738,8jz4fh21@company.com
CUST38174,ACTIVE,484310,INV176455,1175.98,7VDOCOKC,704-97-4576,6481591363,mncysy70@gmail.com
CUST53315,SUSPENDED,490781,INV874628,4786.65,J0OO1ZA3,942-65-4246,7685587793,cli9oz33@company.com
CUST24178,SUSPENDED,232990,INV353757,491.5,Z3I41ZQY,946-93-5001,9231531213,s2ff0e95@outlook.com
CUST20997,SUSPENDED,381330,INV661440,523.38,9FLDLDKG,242-51-3441,9582475726,r2yaxv67@company.com
CUST63196,ACTIVE,193329,INV299468,642.02,1V7YDUOJ,146-72-3299,9438419547,m86iiw96@company.com
CUST85550,INACTIVE,89239,INV905653,368.25,DK2GRWXW,360-28-2744,8013673980,lmkkba13@company.com
CUST94517,INACTIVE,252876,INV981091,229.26,I2JM2W8O,193-18-5323,7271668401,qmow4m25@gmail.com
CUST51416,SUSPENDED,80359,INV587511,3643.81,04M1AYFQ,830-24-8539,9375626237,hykota68@company.com
CUST96733,ACTIVE,417511,INV673223,1106.32,KX872ENQ,553-70-7924,8440654607,5a7lfi77@outlook.com
CUST67428,INACTIVE,151957,INV677044,3572.97,6JD5LQVN,111-61-5446,7084609614,jfera869@yahoo.com
CUST85030,INACTIVE,465549,INV608886,4369.62,KMN7M9IT,182-48-5766,6534565438,d4dvgo68@outlook.com
CUST69327,SUSPENDED,412734,INV936012,734.34,8S3513U0,399-24-8628,8811821617,18ugrp33@company.com
CUST41020,ACTIVE,262898,INV125467,4008.61,AG45JOZL,822-29-3791,9798483718,bqjh0a96@outlook.com
CUST68173,INACTIVE,91792,INV166014,1191.08,LOGPABOJ,123-72-6914,7111801180,484mgh44@outlook.com
CUST79710,ACTIVE,357444,INV225999,2672.08,FY12HQ8H,875-50-9679,7394117409,1gaw7v41@outlook.com
CUST67616,SUSPENDED,258203,INV265096,4294.09,4USNNOJR,981-64-5459,7689284232,gwkjul43@company.com
CUST72995,INACTIVE,98843,INV605402,3213.43,7T0QQSFX,319-63-4683,6455570534,btxr2d33@yahoo.com
CUST49910,SUSPENDED,274033,INV710654,2129.77,Y7NZTGIJ,385-41-9318,6832226839,94qtso40@company.com
CUST89336,INACTIVE,226538,INV656049,989.21,7DPD5YV0,711-57-8668,7900215974,pqohq887@outlook.com
CUST60949,SUSPENDED,331315,INV961466,4674.56,SZIJK8OH,908-32-7785,7169859164,5hfyi140@yahoo.com
CUST13732,ACTIVE,448544,INV794062,516.91,V14UN8ZY,256-21-4386,7131614167,g71r2842@outlook.com
CUST42115,SUSPENDED,410713,INV944367,1568.47,82T41H5Z,694-52-3868,9243137717,njjcqh65@company.com
CUST39225,ACTIVE,380543,INV791500,3505.63,4Z24L0GO,567-34-8252,8373468621,1dvy3i94@outlook.com
CUST36548,INACTIVE,164728,INV441778,3383.34,D8H58HQA,565-76-5527,7178815520,hapfot15@gmail.com
CUST98187,ACTIVE,379902,INV863962,4355.94,X2GP8WO4,366-24-8400,8878456619,ogkc5w28@outlook.com
CUST39676,SUSPENDED,239980,INV583835,1670.53,R8KZ04CV,130-19-8084,9437234251,lsgi4g71@company.com
CUST59742,ACTIVE,116601,INV569559,1400.85,TGMXSOJI,463-48-1801,9391879620,9zsgdl41@gmail.com
CUST68326,ACTIVE,328459,INV905481,1855.59,ATB7RLIR,416-10-5501,8735608959,mjqlol50@outlook.com
CUST19852,INACTIVE,470138,INV849784,2500.47,W6SDTJUV,928-68-1200,8100177423,qie8rc43@company.com
CUST72442,SUSPENDED,413915,INV728817,1351.25,VS6HB48O,161-25-2052,9153012618,rbj0cu58@outlook.com
CUST29222,INACTIVE,419594,INV439427,4385.34,JQRILX9Y,337-52-4495,7820079813,v9hpeu15@outlook.com
CUST79565,SUSPENDED,238650,INV122398,2226.48,1JF4X4VL,804-22-7201,9026363204,0s8rde56@company.com
CUST80179,SUSPENDED,357305,INV453386,441.69,GSNY4G8Q,758-25-5206,8519378958,lhwdi153@outlook.com
CUST38745,ACTIVE,116066,INV106083,4452.33,1LFC1X66,167-62-1080,9946049999,gu3bnn36@gmail.com
CUST87004,INACTIVE,397,INV915402,2900.37,KH9BKMZ3,607-76-3200,8618174753,jxrdg090@company.com
CUST18734,ACTIVE,316174,INV343889,3758.54,8D99BRP0,940-96-2330,6608826359,bs3mpy24@yahoo.com
CUST81424,SUSPENDED,427594,INV275799,906.15,3C2Q8IW0,257-34-3909,7031520567,q1ateo81@company.com
CUST39254,ACTIVE,262299,INV761755,4903.26,X7PJQ3AE,405-44-7909,7017493994,w9zs9092@outlook.com
CUST37746,INACTIVE,471226,INV103479,4482.08,ZVVEV86F,416-43-9870,6804773123,1lu5xo82@company.com
CUST94098,INACTIVE,314239,INV286907,2690.91,FWQ6VEV6,779-23-7769,8461482874,kloa2883@company.com
CUST13932,SUSPENDED,459055,INV587917,4218.51,HJAQSTI4,968-37-7086,6201998249,9sh8je65@yahoo.com
CUST57679,INACTIVE,231981,INV244428,4179.41,PY93YM2C,831-75-7489,9473257380,m7jja455@outlook.com
CUST52811,ACTIVE,397437,INV165226,2674.41,FHDHLQ59,313-64-4110,6193297069,iu4nna54@yahoo.com
CUST41735,ACTIVE,64222,INV716581,3239.26,7I4G0ILQ,785-99-9937,9501146240,azup1v97@outlook.com
CUST19997,ACTIVE,7757,INV117429,260.13,KKJ55R8Q,885-50-8257,8484076593,1vi7p824@outlook.com
CUST54239,SUSPENDED,417465,INV357655,1780.06,80G0WMHJ,733-12-1707,7029447219,8vzk5296@outlook.com
CUST92841,ACTIVE,310328,INV253980,180.76,NOW9FLW4,237-78-6446,6908413053,ylu37w32@outlook.com
CUST41058,ACTIVE,76809,INV743261,4758.42,DSYYGW4Z,140-57-5998,7031441121,2wh7xc17@outlook.com
CUST55058,INACTIVE,248219,INV396669,2972.08,JEFZNPZV,387-86-8309,8856821849,2pblmp61@gmail.com
CUST76458,ACTIVE,231744,INV124136,690.42,DQMQ06RS,660-29-5918,6092475889,q76p9y97@outlook.com
CUST97285,ACTIVE,317520,INV726089,4635.2,Q1NQPPGV,248-33-6476,6500785575,lx4kdr46@outlook.com
CUST46595,ACTIVE,144579,INV731150,3248.49,GTDVAKYD,347-77-5831,7689615503,3wm0h046@company.com
CUST40015,SUSPENDED,228622,INV369820,1226.08,S87DIAKM,485-40-2172,6257167523,ga90o765@gmail.com
CUST42064,ACTIVE,285904,INV862744,4622.11,CW108QR9,114-49-7284,6774883333,zu28rm68@company.com
CUST55159,INACTIVE,255212,INV704102,4095.28,I84QXZ61,364-77-7788,8836976198,x7o85l51@gmail.com
CUST53506,SUSPENDED,404799,INV797419,3766.6,LEQEKG0Z,949-45-4558,7667706493,n7prlf77@yahoo.com
CUST97086,ACTIVE,479012,INV326854,2296.04,4QI0DMFT,666-81-5894,7854495565,5am9li95@outlook.com
CUST78832,SUSPENDED,209784,INV385502,68.03,WHVPP52B,246-91-1380,6557778630,7wuka115@gmail.com
CUST58012,ACTIVE,383494,INV878979,3184.74,TXZSWVR6,359-50-2459,9280972424,ssx36858@gmail.com
CUST48096,INACTIVE,169464,INV696193,3169.01,4J854QBN,656-26-5444,8765590300,wtsh2m28@company.com
CUST22299,ACTIVE,482915,INV538597,1564.17,4HDWZC26,621-12-3119,6272987586,cdkvf190@yahoo.com
CUST24643,INACTIVE,464322,INV637931,1643.86,1ECA9FVG,184-20-5465,8184683821,sn8oo591@company.com
CUST68442,SUSPENDED,300389,INV274438,1668.65,5LISSF65,642-11-9052,9694918579,71vge967@company.com
CUST97121,ACTIVE,363561,INV391319,157.54,EKN3I3HQ,525-35-6802,7376393515,bf080a78@gmail.com
CUST12257,ACTIVE,180591,INV300536,1120.12,SC7JV8AS,283-72-1986,8986085170,6ytqli64@gmail.com
CUST59120,ACTIVE,230293,INV140144,2037.64,WPG60X7Q,681-59-9205,6023736141,sn3dti17@outlook.com
CUST30751,ACTIVE,204577,INV453828,3321.6,MCRUYWU6,291-51-2068,9991917614,tjs1m259@yahoo.com
CUST62051,ACTIVE,67801,INV565156,2561.76,S652WG8C,738-34-3122,9157724458,6ticek55@company.com
CUST68898,INACTIVE,166019,INV232707,4168.98,FRYJXF3U,115-31-9611,8153826797,nzs9s713@yahoo.com
CUST57310,SUSPENDED,23707,INV251721,666.14,52F7GB2H,307-19-3854,7186535830,hmi8nn58@outlook.com
CUST70362,INACTIVE,197302,INV960784,2145.18,64VOXDBY,683-60-6123,8933234305,b8o9zs17@company.com
CUST87873,INACTIVE,278345,INV293296,2146.65,IWHI2XXT,486-93-1177,8763671633,8gmuc269@gmail.com
CUST96752,INACTIVE,356401,INV639028,3155.53,9ILB33N7,990-54-7319,8763594601,47r3r080@yahoo.com
CUST31722,INACTIVE,322463,INV431695,1069.35,E3CI99GT,165-41-2977,6237861843,b8udhu79@company.com
CUST57823,SUSPENDED,298292,INV170711,4352.49,UF3ZGGFN,777-51-9341,9889701706,iad2xj28@gmail.com
CUST52338,SUSPENDED,184555,INV956911,1154.14,WWDGVSWJ,957-41-7911,6252037781,arbvjz48@outlook.com
CUST34633,SUSPENDED,383048,INV176561,1183.4,8JPRHP9U,475-55-8932,9799284818,d8ygxx30@yahoo.com
CUST82433,INACTIVE,163586,INV733796,1530.71,WTERGYE9,758-19-7553,7307488308,qd8nzc43@company.com
CUST49137,SUSPENDED,209548,INV616546,2305.25,8SCFM0MG,163-58-3620,9911505473,s7pdsr67@company.com
CUST50669,ACTIVE,387832,INV101399,2537.11,7D2787ZD,722-27-8363,7917310872,3rrm4s93@company.com
CUST61562,ACTIVE,6884,INV353684,1168.85,XYLKZO9K,630-91-4971,9132666684,b1oy1l94@outlook.com
CUST66716,INACTIVE,251061,INV296010,578.61,2FTVYNX0,612-30-2301,6898038108,pmp5kr72@company.com
CUST77206,ACTIVE,389597,INV932890,2606.86,K4K04Z9B,285-63-3655,6449918635,3uk84l19@company.com
CUST15527,SUSPENDED,386535,INV928818,1085.99,9P3IEKWB,537-35-8574,9215554728,69debg50@gmail.com
CUST62818,ACTIVE,215970,INV945083,837.94,64CKKGJF,563-44-6256,6591392874,aja05b39@company.com
CUST68865,INACTIVE,459923,INV300823,2496.76,8D27Z9UU,711-41-3288,6605868569,0apb4176@outlook.com
CUST41912,SUSPENDED,221293,INV895260,3150.76,H72PNAQC,979-24-7555,8611916428,aj82u477@outlook.com
CUST87672,INACTIVE,352674,INV420377,803.56,HFHUDWPW,207-99-5463,6380146412,rtv5m291@gmail.com
CUST51189,SUSPENDED,260929,INV834609,1289.16,D99762XJ,379-42-5989,8732108357,u70s5d49@gmail.com
CUST19230,INACTIVE,155516,INV655139,3130.58,VCK1KJXE,623-93-2165,7335350567,e0r65144@yahoo.com
CUST58351,ACTIVE,101128,INV212828,4043.31,RUTUXETY,986-42-3554,9530210022,ysjr5i84@gmail.com
CUST26895,INACTIVE,86854,INV335322,2163.2,5NDMOJII,862-38-5260,7203426918,3zu44e51@outlook.com
CUST29701,INACTIVE,286399,INV126782,4242.59,HRUK23UG,288-46-7780,9510026729,43avuv31@yahoo.com
CUST52844,SUSPENDED,304924,INV675873,4972.49,VF5VWBOI,368-56-8542,9765145777,epp8k989@gmail.com
CUST45930,INACTIVE,32818,INV686446,524.01,WF1C25UB,124-32-1073,9949330358,yxz0t347@company.com
CUST94207,ACTIVE,28269,INV551538,2365.88,BMS7I33T,204-94-6792,8076993916,g94vh711@outlook.com
CUST21967,ACTIVE,81392,INV952643,1906.25,IYAKR3NM,234-40-9368,7952889082,ozupv350@outlook.com
CUST57092,ACTIVE,35986,INV765402,2329.27,70VMY8W9,449-15-7801,9781047173,yaofz468@yahoo.com
CUST97635,ACTIVE,284582,INV684558,4340.18,U7N07GKU,169-67-7740,7693789443,w3jbmx33@company.com
CUST53299,ACTIVE,238531,INV277788,4007.06,W6USFUOO,196-84-1275,6644191845,u1m4ba44@gmail.com
CUST27448,ACTIVE,323044,INV589862,1271.57,X190TRD6,422-92-7944,7917048533,lzbrcl89@gmail.com
CUST47824,SUSPENDED,304425,INV921959,2900.79,ALM7MSZX,650-79-8153,7138673970,x07cl920@gmail.com
CUST55992,INACTIVE,335020,INV660837,1407.52,DZQG8G74,437-97-4073,6877222120,t5mljg32@company.com
CUST95433,ACTIVE,470892,INV435111,1664.87,GOIZ2V4R,412-80-2139,6570702387,nmmywh53@yahoo.com
CUST59621,INACTIVE,174483,INV176376,3238.26,HOFHD5XF,735-60-7088,7104144202,e2qhfa98@yahoo.com
CUST21206,SUSPENDED,360811,INV971580,2365.85,G222P6UN,337-60-2086,6511269140,vxwi4277@company.com
CUST30235,INACTIVE,404941,INV944261,137.48,MYV3MD32,623-61-1715,8865580127,l5tgkl27@outlook.com
CUST53982,INACTIVE,108251,INV368892,2381.02,YJO9G3B3,337-79-5262,6140158941,mkopza20@company.com
CUST55144,INACTIVE,229099,INV682313,2561.97,6IJI974W,602-70-4660,7600719765,9k8ovt93@yahoo.com
CUST23003,SUSPENDED,198881,INV427258,2179.69,TBQWNOZX,168-10-3143,7143790720,si43j874@gmail.com
CUST82433,INACTIVE,325497,INV932985,1221.56,OZVWCRBK,717-60-3018,7787000140,vcvq4x11@outlook.com
CUST10950,SUSPENDED,188269,INV250641,1574.54,KN6GJCXZ,433-84-1631,8322047427,78fbno93@gmail.com
CUST61660,INACTIVE,145199,INV545593,854.46,UE4IVOLR,630-63-7182,6779106050,rp77yu18@outlook.com
CUST78406,SUSPENDED,476731,INV419131,3909.25,2MMEVAMG,189-30-5440,6387274662,c82vjd43@yahoo.com
CUST88139,SUSPENDED,74073,INV905025,52.52,TPSGFN4L,269-10-7505,6755864383,z8fyxy24@company.com
CUST15879,SUSPENDED,494656,INV416774,3755.5,EH6DXNN0,354-89-3346,8512449605,3qxvra21@company.com
CUST39463,ACTIVE,314708,INV838579,4323.03,2LTNIUJV,917-81-8519,7247144651,36w4sg58@outlook.com
CUST41820,INACTIVE,430704,INV939645,3301.53,Y5BCOJHB,127-41-8459,6303528126,bv8w5862@yahoo.com
CUST66694,SUSPENDED,481461,INV361575,713.94,UQ43U2T8,935-57-3352,8143474990,va1mia66@gmail.com
CUST50488,SUSPENDED,281254,INV911884,895.68,9SXASGEA,652-98-4012,8401194617,mqgabe17@yahoo.com
CUST78507,SUSPENDED,45083,INV103016,1797.99,IJI0I464,470-94-7219,9588664005,r5jb8774@company.com
CUST41257,INACTIVE,294253,INV183799,1814.14,UK47LV43,751-68-9800,9342983521,xb040s55@outlook.com
CUST86204,ACTIVE,468246,INV828443,935.93,EZ8T20P3,733-59-9321,9377086168,fs0nhz40@yahoo.com
CUST62764,ACTIVE,84285,INV572025,1883.54,BI99GOQ3,266-98-8818,7449250896,6eyc5c24@gmail.com
CUST81534,SUSPENDED,230538,INV273212,2153.52,BLMXKPUC,911-40-5064,6508108979,qx0rqd65@yahoo.com
CUST79006,SUSPENDED,269843,INV735784,4222.88,R7FI6G68,340-46-3937,8067722586,7jxb7p36@yahoo.com
CUST96473,SUSPENDED,16878,INV968483,3636.2,ZOJBEQNY,392-94-9305,7910876135,8g6rgv93@outlook.com
CUST61491,ACTIVE,400508,INV259065,4680.94,SIZHZWRT,388-66-8394,8789385333,l9n63691@outlook.com
CUST33155,ACTIVE,64598,INV491985,3677.51,7P6ZFUPD,107-58-4593,8983846908,lz6t6n38@outlook.com
CUST92178,INACTIVE,216541,INV399033,4504.55,7IGS0J5A,191-25-9096,9449056438,w3nof255@gmail.com
CUST98038,SUSPENDED,285009,INV343118,1807.28,QNM47VGQ,874-33-8101,7501199476,s4sj5j50@outlook.com
CUST56222,SUSPENDED,270811,INV315492,3725.82,R0145D5B,244-73-8863,6776509936,nfw5gw33@gmail.com
CUST80634,INACTIVE,20114,INV331159,1094.48,L9K651BZ,616-31-6923,7381767465,jep4dr28@gmail.com
CUST75353,ACTIVE,38491,INV982956,3640.81,X4URZFSU,156-68-5859,9633290740,6mebcc80@gmail.com
CUST60641,INACTIVE,183860,INV709142,846.38,WVVPSA39,444-51-6576,9879777050,vvpd5r49@company.com
CUST19775,SUSPENDED,222524,INV242216,2416.97,ZX23WPFC,257-62-7838,6690590533,fb29nl81@company.com
CUST14989,SUSPENDED,298304,INV257267,2152.46,GJ8ZRSJ2,169-44-4610,6639516530,p5gs6k96@gmail.com
CUST99262,INACTIVE,335629,INV430017,3751.58,9LLONJP9,939-99-7252,7917859246,flrrfh12@outlook.com
CUST43505,ACTIVE,216863,INV889791,179.2,V66HM1E8,617-90-6199,8424793495,86tzha75@gmail.com
CUST10874,SUSPENDED,59839,INV393010,2617.72,EYJIM4GL,877-39-4607,9612141806,rvl9r398@outlook.com
CUST88436,ACTIVE,323097,INV118720,2249.88,9E6CO4PA,728-42-6714,6444925619,padm1p81@outlook.com
CUST23676,SUSPENDED,443896,INV571499,1840.78,8XC0EHQH,418-27-4913,6464295371,1mkyth96@yahoo.com
CUST21601,SUSPENDED,127547,INV465952,3509.0,PTVUVJZM,478-29-9860,9745858368,ikaqio22@gmail.com
CUST34989,INACTIVE,259546,INV124094,3462.92,SJSLIFYV,866-62-8758,7986162333,19iaqr38@yahoo.com
CUST24303,INACTIVE,7068,INV317088,3273.48,WTMWX3AF,733-28-4405,9655990786,gpv0jq11@gmail.com
CUST79455,ACTIVE,8019,INV321868,2037.4,VJ27CB6Y,253-16-9232,8831685452,aaajst59@outlook.com
CUST50604,INACTIVE,346220,INV656995,245.53,Z7UNH4C1,809-30-1817,6263071995,21mbjx40@outlook.com
CUST56829,INACTIVE,424423,INV176904,1244.42,XNXVF95S,751-93-5379,9915620452,5lhix489@gmail.com
CUST93379,SUSPENDED,411530,INV402225,4791.57,HF5R0MFR,583-69-7939,6960487462,zfa3nj60@yahoo.com
CUST25545,ACTIVE,342036,INV739635,3178.84,CQDEG1UZ,694-27-6186,9289060363,b8forc45@gmail.com
CUST88007,SUSPENDED,327657,INV377863,4771.48,LI1LSVGH,152-90-8267,8228333155,y020os34@yahoo.com
CUST44964,INACTIVE,327888,INV794666,1305.67,BV1K7YT1,523-70-3289,9121009338,5wd81683@outlook.com
CUST29531,ACTIVE,365050,INV840447,1600.13,C00HE9BU,212-17-7466,8152733559,hmq87i32@gmail.com
CUST41925,ACTIVE,185407,INV978812,4547.51,L9O2QHGX,961-54-3808,9945920029,lkx4vh26@outlook.com
CUST78891,ACTIVE,125090,INV117009,3095.54,K1AM1RST,698-74-1123,8475163523,4cajqz85@outlook.com
CUST21097,INACTIVE,238075,INV614429,2577.9,QISNDW1P,948-12-8529,9020764415,6yswqq50@company.com
CUST68547,ACTIVE,255264,INV377759,2331.24,TBFMOO0P,355-12-3855,9813038674,mop2qy61@yahoo.com
CUST47519,ACTIVE,57732,INV266701,3827.51,VC0BQBXP,686-61-5751,8075914002,mm1fb168@yahoo.com
CUST70960,ACTIVE,464647,INV587526,3596.67,NUOL22J4,394-76-1201,6574857752,vvyvwa13@gmail.com
CUST88534,ACTIVE,366279,INV834310,4282.52,3ZDE0M5B,479-52-4167,6613851063,mub67361@gmail.com
CUST94302,SUSPENDED,445327,INV785693,1531.28,Z5G6WXSD,442-57-5802,9343239211,44w5gj81@gmail.com
CUST23078,SUSPENDED,77183,INV612641,2164.74,Z48Y58QQ,182-37-5936,7918005764,qy89b112@gmail.com
CUST68154,INACTIVE,78701,INV700641,1260.91,K5I0X1XL,453-93-3016,7664131913,rgzcv117@gmail.com
CUST96385,INACTIVE,425375,INV265417,592.94,7C0BZRKC,750-37-4107,8650067857,32fxvl90@company.com
CUST17791,SUSPENDED,417530,INV534113,4843.41,9PO02XSH,632-91-5178,9372323551,q7tn6y70@outlook.com
CUST50575,SUSPENDED,277501,INV650794,3205.87,NQ2I3R2O,118-78-7974,6673678351,rfuqq492@company.com
CUST72798,INACTIVE,355781,INV757195,3908.5,CZ7T7TXP,804-75-4080,6682436249,ma8o1g56@outlook.com
CUST17925,ACTIVE,172886,INV161419,3522.25,SEBIJZK8,444-68-7764,6156985353,ri6j5t99@gmail.com
CUST17260,INACTIVE,478390,INV430639,3164.0,MBF36157,944-89-4716,8737767121,fj4grp51@outlook.com
CUST68777,SUSPENDED,403735,INV844139,4018.15,6O7QTEUZ,153-15-4769,8444616038,ync4b276@yahoo.com
CUST85865,SUSPENDED,323220,INV411995,4399.34,R5M938ZT,699-21-2156,9432331179,h0qki239@gmail.com
CUST11976,ACTIVE,271820,INV585332,2031.04,SN80MT6Q,367-61-4146,6456563070,3eksed96@outlook.com
CUST90452,ACTIVE,484618,INV292121,3527.23,BNFXHVXR,845-70-5908,8774814566,m3y6nx42@yahoo.com
CUST61957,SUSPENDED,64479,INV969847,4396.86,9MR3TW1C,603-45-1070,7779219609,kildxk38@outlook.com
CUST92006,SUSPENDED,495734,INV997105,612.25,MRI7WIXO,366-35-6946,7303599147,g5cqgm77@outlook.com
CUST62965,ACTIVE,474916,INV392104,1538.97,UWTHYOUY,776-93-6270,9806959072,ocu69y50@company.com
CUST43963,INACTIVE,391372,INV184006,1569.95,UZ5P86V3,581-42-1855,7267834355,0nnf2g15@gmail.com
CUST45847,ACTIVE,95218,INV727985,3835.43,7ZRMVSTY,695-39-5957,8133428886,qrfzez26@company.com
CUST68091,SUSPENDED,252672,INV507739,4036.85,IQ4O86MG,923-53-4067,8300458311,ygocfq86@gmail.com
CUST93519,INACTIVE,273719,INV684096,1003.82,DQGMGS6Y,568-70-5799,8925162007,x375er28@company.com
CUST68615,ACTIVE,430329,INV888292,2622.59,5JX7ILUM,629-13-9615,6811354862,7oi25975@outlook.com
CUST91293,INACTIVE,206208,INV831647,2890.9,P3UDREGM,985-75-9461,7303279444,gnhrz782@gmail.com
CUST93138,ACTIVE,59507,INV745697,4109.21,0RXCT8RT,237-13-6395,6834066727,qwk7o114@outlook.com
CUST13299,SUSPENDED,484259,INV704771,322.56,VTV7UKYZ,782-96-6508,9847235047,ds44w783@gmail.com
CUST27647,ACTIVE,189557,INV749203,3634.8,Q2KE5BMZ,162-71-8636,8699259234,24smvg33@outlook.com
CUST11752,INACTIVE,130488,INV165039,3664.32,1IKZPX2X,117-95-3196,8132084061,gyz42d18@gmail.com
CUST24822,ACTIVE,499710,INV412216,4382.78,6ACPW6XA,658-54-3780,6360866027,0lires68@gmail.com
CUST52250,ACTIVE,302219,INV421680,4139.72,ZL6KJB7P,430-74-9026,9878782278,xc1dbz29@gmail.com
CUST23501,INACTIVE,165858,INV287201,1933.9,ZK9DL7UP,328-50-6104,7275961444,37a3sc69@yahoo.com
CUST28997,SUSPENDED,3963,INV649760,3188.72,G5ANCJHT,470-36-2804,8712780773,bmfy3060@outlook.com
CUST64321,INACTIVE,60353,INV135467,2911.7,KMIDQU2N,400-32-2242,8460872897,0loaut80@company.com
CUST44817,INACTIVE,440432,INV651698,4780.37,4TAR9VR3,959-86-7222,9238336944,a0gr9068@company.com
CUST72076,ACTIVE,257768,INV619198,838.1,VO3RJT2X,188-82-1727,8431619137,ut8sxp77@company.com
CUST88818,ACTIVE,238069,INV172150,502.34,SPYUJ2FK,545-95-4914,9815748746,29gl2o98@gmail.com
CUST44458,ACTIVE,17262,INV731933,458.12,EPO6WAD7,460-75-4450,9877975184,s0y7he24@outlook.com
CUST69864,ACTIVE,326778,INV960514,1976.77,K25ATG9E,196-57-3673,8158379269,pbk09z37@gmail.com
CUST77776,SUSPENDED,125463,INV571342,2560.02,9NFHHC0V,242-24-3179,8604388712,bedw2c24@gmail.com
CUST51515,INACTIVE,424477,INV815394,347.05,I4BECQA7,350-42-2324,9986074355,2koe4v74@company.com
CUST41892,SUSPENDED,441387,INV112158,1339.9,G8Z6VQU5,612-26-5391,9368657008,yzq7x624@outlook.com
CUST11263,ACTIVE,331628,INV525833,1679.71,ABA4U8BM,518-79-7202,9945326145,pujnb648@yahoo.com
CUST97330,INACTIVE,498839,INV548205,1455.46,NPFAZJFR,192-51-2069,7453143377,gomr8p75@gmail.com
CUST79251,ACTIVE,401720,INV263875,4853.47,U4EWWPDN,988-45-9848,8947097244,os3aq779@outlook.com
CUST45056,SUSPENDED,145906,INV529356,4119.35,3XFBA7EN,573-39-5088,7367511750,f7qud186@company.com
CUST55812,INACTIVE,227188,INV702680,3599.83,I2SLCGWL,896-49-6049,6282670104,ac4nj244@company.com
CUST93902,SUSPENDED,368281,INV654720,2517.87,9LBUJCWQ,530-22-4999,6894130118,nd1syy71@gmail.com
CUST38057,SUSPENDED,30253,INV161772,2607.4,XQTBNPWX,888-31-2023,8904341643,dm2chs58@company.com
CUST74190,INACTIVE,259160,INV746414,4096.68,K8BIIA48,357-62-2812,9610304889,0g6zpu34@yahoo.com
CUST16517,INACTIVE,98422,INV587927,1001.1,2DR0VJ6Z,838-93-2579,6770653551,q7qy8n88@yahoo.com
CUST77545,INACTIVE,86023,INV255152,3084.37,I0135SUJ,599-10-8407,7085009980,glgn6x65@gmail.com
CUST95231,INACTIVE,441675,INV395312,2376.93,HT2S36L1,555-24-2079,8659364449,kvwdrv46@yahoo.com
CUST27293,ACTIVE,39174,INV796520,3946.87,31UJVGU7,902-27-4674,9134102982,eufe7r95@outlook.com
CUST94265,ACTIVE,97007,INV347467,1197.09,YALKM8AN,337-57-3868,7152491114,xnnod088@company.com
CUST48614,ACTIVE,75410,INV791395,4628.63,P7WVGY5Z,155-99-9180,6434466278,zuc87b29@gmail.com
CUST65314,INACTIVE,392216,INV176251,4665.73,A56VOO53,982-64-8770,8365727678,c3g1h292@outlook.com
CUST56304,ACTIVE,194994,INV601953,108.47,0IZDEDOX,776-16-3310,7338393011,8s1mdb99@outlook.com
CUST20140,INACTIVE,55419,INV452474,3520.89,SE58LVDE,206-98-6244,6985550422,akkvyx50@yahoo.com
CUST59449,INACTIVE,7807,INV824704,872.36,WLQEUMNZ,478-80-8988,7095203900,cay5up72@company.com
CUST44823,SUSPENDED,302902,INV687708,4803.44,VPOV65LM,466-31-9724,8912665971,26u9gp59@gmail.com
CUST40609,SUSPENDED,426277,INV990628,2845.01,B2TO844P,801-43-4697,7931170167,2y0kv598@gmail.com
CUST36760,ACTIVE,481365,INV398619,4965.57,2D1CS12R,595-46-2922,6685582386,50scc767@company.com
CUST79018,ACTIVE,62672,INV479611,2315.94,AJNYJ862,781-69-8281,8508528535,p7scm772@yahoo.com
CUST54217,ACTIVE,450445,INV394008,3098.46,LD1ZRNHW,131-80-7378,7665492118,52q3cw36@gmail.com
CUST63549,ACTIVE,23823,INV728267,97.0,4J6IWP6S,176-86-3689,6636969532,7na1r882@company.com
CUST55556,ACTIVE,261702,INV310446,4702.51,7H5NAEJL,408-93-8908,6250907850,hhm8bj53@yahoo.com
CUST85170,SUSPENDED,268407,INV168871,2157.66,BTZV8WB1,277-90-1046,7743342196,i92s8j50@yahoo.com
CUST48775,ACTIVE,461025,INV852727,4752.01,90Q2EYDJ,314-67-7704,8250552050,3j6ric45@yahoo.com
CUST98643,SUSPENDED,348161,INV863769,967.34,Z5M19NVD,375-17-3320,6877073006,w20zkd50@outlook.com
CUST59588,SUSPENDED,183840,INV979582,1700.82,OPTH59V1,782-60-8879,8887349924,1dhzpr10@yahoo.com
CUST22852,ACTIVE,257609,INV300993,992.96,KWO4NXX0,793-12-5518,8258516444,bqkbyj45@gmail.com
CUST85479,INACTIVE,153186,INV631632,4539.99,8UI0OATJ,199-61-3252,9097915618,ss3jjs74@yahoo.com
CUST99488,SUSPENDED,484020,INV789419,2830.76,6LZEH5UI,528-38-6325,8119458260,9caqyn71@outlook.com
