CUST_ID,CREDIT_CARD_NUMBER,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PAYMENTS,TENURE,DATE_OF_TXN
C10952,7939-6843-5562-0708,956.83,721.56,571.66,4704.96,1,2023-05-10
C10953,0281-3443-8878-3495,2182.22,1403.46,2265.58,6522.77,23,2023-04-27
C10954,6584-1844-1904-6367,1094.96,556.4,630.07,732.19,17,2024-06-11
C10955,4399-2313-3486-6129,787.62,561.62,837.74,3297.88,23,2024-10-15
C10956,1711-3723-0578-2255,893.67,356.58,944.96,3606.5,27,2023-05-31
C10957,5772-6378-0164-3149,3759.56,3727.88,1891.94,1279.93,23,2024-02-02
C10958,6360-9609-1130-5599,1311.58,1120.57,440.53,1716.36,12,2023-08-23
C10959,7650-1244-1491-0954,3647.24,3372.11,1289.75,4271.54,16,2024-07-25
C10960,1816-0992-9302-5119,2675.98,1800.46,319.31,1973.32,35,2023-12-20
C10961,0546-8743-2147-5677,306.98,138.86,1779.4,673.42,10,2024-03-30
C10962,5532-3476-4868-2131,2589.88,2248.06,556.98,8349.95,28,2023-01-22
C10963,5780-0500-0855-9832,264.88,179.99,1072.62,1405.59,28,2024-12-13
C10964,8216-2967-3798-0542,3863.81,1907.77,890.88,8953.83,29,2024-08-13
C10965,1535-9908-8848-5864,742.29,531.02,1721.12,331.98,19,2023-08-12
C10966,2089-3670-1005-1460,2593.15,1899.81,2042.11,754.53,6,2024-09-09
C10967,5463-2975-1063-6290,393.55,295.45,2972.06,4002.25,5,2024-07-18
C10968,6849-4972-1759-4383,4085.17,2734.08,2324.51,7542,29,2023-05-26
C10969,0932-7546-3888-8675,2966.41,1137.95,1560.54,15353.86,29,2024-05-27
C10970,5206-3643-9744-9770,1025.14,647.02,811.24,1212.09,26,2023-11-06
C10971,1301-3864-2753-0645,1587.91,671.47,2486.68,12098,7,2023-07-18
C10972,9486-0161-1659-8729,4342,641.44,1790.15,1589.65,21,2024-03-30
C10973,2222-4011-2048-8125,933.13,244.73,2085.54,1019.49,24,2024-08-12
C10974,3819-4263-1072-1345,3208.87,256.02,1577.65,5221.54,5,2024-06-05
C10975,3756-0845-9075-9477,4499.7,114.52,189.76,6765.07,4,2023-10-22
C10976,2816-7281-0370-0784,700.04,424.15,702.18,717.47,36,2023-08-23
C10977,4933-2471-5628-3632,3869.17,885.55,567.19,6484.57,25,2024-06-17
C10978,5399-8446-9292-1780,4225.16,1527.27,1296.06,9817.32,23,2023-06-01
C10979,9444-1266-9256-7392,3130.06,1684.96,1721.03,2196.04,17,2024-06-26
C10980,3284-6089-7177-6663,2478.57,1589.75,2855.04,3515.06,14,2024-04-05
C10981,1715-0810-0204-8320,3678.34,3396.45,1865.62,11027.16,24,2023-11-04
C10982,1001-1846-8891-0829,1903.03,1688.85,663.03,3109.61,32,2024-06-08
C10983,0669-6312-8273-7318,2862.16,1900.97,261.16,12673.04,32,2024-04-28
C10984,3490-9756-6500-9310,4548.57,2904.99,1408.4,16035.62,26,2023-01-21
C10985,9527-2109-2069-5895,822.85,524.06,497.93,4191.67,27,2024-05-04
C10986,5977-0256-0377-2242,3946.3,368.21,721.45,17206.96,22,2023-10-21
C10987,4418-7713-5591-0812,2088.85,1472.14,1258.95,14749.23,3,2023-10-16
C10988,0033-1756-5126-3328,1274.86,663.87,1256.57,9576.48,29,2024-05-29
C10989,6460-5894-3369-4129,3745.25,1659.53,2565.84,435.01,11,2023-02-13
C10990,1588-8689-9385-2399,432.22,393.23,2979.65,2507.86,1,2024-11-15
C10991,6977-1801-4477-8357,4097.79,3132.31,833.51,4366.32,28,2024-12-27
C10992,3486-4639-2579-4891,1302.59,1276.91,2505.05,6833.65,12,2024-07-05
C10993,4609-9865-3750-3098,3341.22,2634.5,2803.69,11161.65,34,2023-07-29
C10994,5466-1069-5057-0056,580.21,315.18,265.35,2320.66,30,2023-09-07
C10995,1464-7388-5156-2692,273.96,187.89,120.32,54.16,36,2023-02-12
C10996,4549-0438-3668-6904,1137.48,867.31,2214.57,2635.46,17,2024-06-14
C10997,6016-8380-7941-4540,2411.39,438.5,2755.18,11602.69,13,2023-01-07
C10998,9124-2901-8386-1266,3719.16,1300.65,2308.72,2829.14,6,2023-06-21
C10999,3731-1838-0688-5028,3301.47,2219.34,787.37,153.91,30,2023-10-12
C11000,0497-1649-0619-2293,1773.88,1469.77,1818.55,11524.64,7,2023-01-29
